State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
   D       0.62273      2.52334     1.29667E+00    -1.47317E-02     5.61718E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.60000E+01     1.14078E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.28870E+00    -1.57956E-02     5.38786E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.70000E+01     1.13282E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.28075E+00    -1.68572E-02     5.16835E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.80000E+01     1.12483E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.27282E+00    -1.79136E-02     4.95877E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.90000E+01     1.11683E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.26494E+00    -1.89617E-02     4.75921E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.00000E+01     1.10884E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.25713E+00    -1.99979E-02     4.56979E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.10000E+01     1.10090E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.24942E+00    -2.10182E-02     4.39064E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.20000E+01     1.09302E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.24185E+00    -2.20182E-02     4.22187E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.30000E+01     1.08526E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.23444E+00    -2.29927E-02     4.06361E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.40000E+01     1.07765E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.22724E+00    -2.39366E-02     3.91599E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.50000E+01     1.07024E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.22030E+00    -2.48439E-02     3.77913E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.60000E+01     1.06308E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.21365E+00    -2.57084E-02     3.65317E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.70000E+01     1.05623E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.20736E+00    -2.65237E-02     3.53823E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.80000E+01     1.04975E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.20149E+00    -2.72831E-02     3.43442E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.90000E+01     1.04370E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.19609E+00    -2.79799E-02     3.34185E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.00000E+01     1.03815E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.19123E+00    -2.86073E-02     3.26063E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.10000E+01     1.03316E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.18697E+00    -2.91590E-02     3.19085E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.20000E+01     1.02880E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.18337E+00    -2.96289E-02     3.13259E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.30000E+01     1.02513E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.18049E+00    -3.00118E-02     3.08590E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.40000E+01     1.02219E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.17836E+00    -3.03031E-02     3.05085E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.50000E+01     1.02004E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.17703E+00    -3.04993E-02     3.02747E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.60000E+01     1.01871E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.17652E+00    -3.05979E-02     3.01577E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.70000E+01     1.01822E+00     2.90000E+00     1.00000E+00
   D       0.62273      2.52334     1.17669E+00    -3.05979E-02     3.01577E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.80000E+01     1.01840E+00     2.90000E+00     1.00000E+00
   C       1.13551      2.00543     1.93035E+00     0.00000E+00     1.00000E-03     4.27873E-01     5.72127E-01     1.01755E-03     3.90000E+00     1.00000E+00     2.06412E+00     2.97141E+00     1.00000E+00
   C       1.13551      2.00543     1.92872E+00     4.70984E-04     9.81995E-04     4.29864E-01     5.70136E-01     1.01913E-03     3.89650E+00     2.00000E+00     2.06211E+00     2.96075E+00     1.00000E+00
   C       1.13551      2.00543     1.92540E+00     1.38833E-03     9.46108E-04     4.33874E-01     5.66126E-01     1.02219E-03     3.89627E+00     3.00000E+00     2.05808E+00     2.95975E+00     1.00000E+00
   C       1.13551      2.00543     1.92202E+00     2.28041E-03     9.11094E-04     4.37939E-01     5.62061E-01     1.02513E-03     3.89602E+00     4.00000E+00     2.05399E+00     2.95876E+00     1.00000E+00
   C       1.13551      2.00543     1.91859E+00     3.14704E-03     8.77064E-04     4.42059E-01     5.57941E-01     1.02798E-03     3.89575E+00     5.00000E+00     2.04986E+00     2.95778E+00     1.00000E+00
   C       1.13551      2.00543     1.91515E+00     3.98823E-03     8.44033E-04     4.46229E-01     5.53771E-01     1.03078E-03     3.89546E+00     6.00000E+00     2.04569E+00     2.95679E+00     1.00000E+00
   C       1.13551      2.00543     1.91172E+00     4.80409E-03     8.11996E-04     4.50448E-01     5.49552E-01     1.03360E-03     3.89515E+00     7.00000E+00     2.04149E+00     2.95582E+00     1.00000E+00
   C       1.13551      2.00543     1.90835E+00     5.59487E-03     7.80948E-04     4.54713E-01     5.45287E-01     1.03652E-03     3.89481E+00     8.00000E+00     2.03727E+00     2.95484E+00     1.00000E+00
   C       1.13551      2.00543     1.90513E+00     6.36098E-03     7.50879E-04     4.59019E-01     5.40981E-01     1.03971E-03     3.89444E+00     9.00000E+00     2.03303E+00     2.95387E+00     1.00000E+00
   C       1.13551      2.00543     1.90218E+00     7.10301E-03     7.21777E-04     4.63363E-01     5.36637E-01     1.04341E-03     3.89405E+00     1.00000E+01     2.02878E+00     2.95291E+00     1.00000E+00
   C       1.13551      2.00543     1.89990E+00     7.82181E-03     6.93628E-04     4.67741E-01     5.32259E-01     1.04849E-03     3.89362E+00     1.10000E+01     2.02456E+00     2.95195E+00     1.00000E+00
   C       1.13551      2.00543     1.89856E+00     8.51867E-03     6.66428E-04     4.72151E-01     5.27849E-01     1.05554E-03     3.89316E+00     1.20000E+01     2.02033E+00     2.95100E+00     1.00000E+00
   C       1.13551      2.00543     1.89725E+00     9.19340E-03     6.40174E-04     4.76586E-01     5.23414E-01     1.06265E-03     3.89267E+00     1.30000E+01     2.01606E+00     2.95006E+00     1.00000E+00
   C       1.13551      2.00543     1.89594E+00     9.84555E-03     6.14873E-04     4.81040E-01     5.18960E-01     1.06976E-03     3.89213E+00     1.40000E+01     2.01177E+00     2.94912E+00     1.00000E+00
   C       1.13551      2.00543     1.89464E+00     1.04747E-02     5.90534E-04     4.85505E-01     5.14495E-01     1.07685E-03     3.89156E+00     1.50000E+01     2.00746E+00     2.94820E+00     1.00000E+00
   C       1.13551      2.00543     1.89334E+00     1.10803E-02     5.67165E-04     4.89969E-01     5.10031E-01     1.08390E-03     3.89094E+00     1.60000E+01     2.00315E+00     2.94729E+00     1.00000E+00
   C       1.13551      2.00543     1.89204E+00     1.16620E-02     5.44776E-04     4.94422E-01     5.05578E-01     1.09089E-03     3.89028E+00     1.70000E+01     1.99883E+00     2.94639E+00     1.00000E+00
   C       1.13551      2.00543     1.89076E+00     1.22193E-02     5.23376E-04     4.98852E-01     5.01148E-01     1.09778E-03     3.88958E+00     1.80000E+01     1.99453E+00     2.94550E+00     1.00000E+00
   C       1.13551      2.00543     1.88948E+00     1.27518E-02     5.02974E-04     5.03244E-01     4.96756E-01     1.10457E-03     3.88882E+00     1.90000E+01     1.99025E+00     2.94463E+00     1.00000E+00
   C       1.13551      2.00543     1.88822E+00     1.32590E-02     4.83579E-04     5.07583E-01     4.92417E-01     1.11121E-03     3.88803E+00     2.00000E+01     1.98601E+00     2.94378E+00     1.00000E+00
   C       1.13551      2.00543     1.88697E+00     1.37405E-02     4.65201E-04     5.11853E-01     4.88147E-01     1.11770E-03     3.88719E+00     2.10000E+01     1.98183E+00     2.94295E+00     1.00000E+00
   C       1.13551      2.00543     1.88574E+00     1.41960E-02     4.47847E-04     5.16035E-01     4.83965E-01     1.12398E-03     3.88631E+00     2.20000E+01     1.97772E+00     2.94215E+00     1.00000E+00
   C       1.13551      2.00543     1.88453E+00     1.46251E-02     4.31528E-04     5.20110E-01     4.79890E-01     1.13004E-03     3.88539E+00     2.30000E+01     1.97370E+00     2.94138E+00     1.00000E+00
   C       1.13551      2.00543     1.88335E+00     1.50273E-02     4.16252E-04     5.24056E-01     4.75944E-01     1.13585E-03     3.88443E+00     2.40000E+01     1.96980E+00     2.94063E+00     1.00000E+00
   C       1.13551      2.00543     1.88221E+00     1.54026E-02     4.02027E-04     5.27851E-01     4.72149E-01     1.14137E-03     3.88346E+00     2.50000E+01     1.96604E+00     2.93992E+00     1.00000E+00
   C       1.13551      2.00543     1.88112E+00     1.57504E-02     3.88862E-04     5.31472E-01     4.68528E-01     1.14659E-03     3.88247E+00     2.60000E+01     1.96245E+00     2.93925E+00     1.00000E+00
   C       1.13551      2.00543     1.88007E+00     1.60707E-02     3.76763E-04     5.34894E-01     4.65106E-01     1.15146E-03     3.88147E+00     2.70000E+01     1.95904E+00     2.93862E+00     1.00000E+00
   C       1.13551      2.00543     1.87908E+00     1.63631E-02     3.65740E-04     5.38094E-01     4.61906E-01     1.15597E-03     3.88049E+00     2.80000E+01     1.95584E+00     2.93803E+00     1.00000E+00
   C       1.13551      2.00543     1.87817E+00     1.66274E-02     3.55797E-04     5.41046E-01     4.58954E-01     1.16008E-03     3.87953E+00     2.90000E+01     1.95288E+00     2.93749E+00     1.00000E+00
   C       1.13551      2.00543     1.87732E+00     1.68635E-02     3.46943E-04     5.43727E-01     4.56273E-01     1.16378E-03     3.87862E+00     3.00000E+01     1.95019E+00     2.93701E+00     1.00000E+00
   C       1.13551      2.00543     1.87657E+00     1.70711E-02     3.39183E-04     5.46112E-01     4.53888E-01     1.16704E-03     3.87777E+00     3.10000E+01     1.94779E+00     2.93658E+00     1.00000E+00
   C       1.13551      2.00543     1.87591E+00     1.72500E-02     3.32522E-04     5.48180E-01     4.51820E-01     1.16984E-03     3.87700E+00     3.20000E+01     1.94570E+00     2.93620E+00     1.00000E+00
   C       1.13551      2.00543     1.87535E+00     1.74000E-02     3.26964E-04     5.49910E-01     4.50090E-01     1.17216E-03     3.87634E+00     3.30000E+01     1.94396E+00     2.93589E+00     1.00000E+00
   C       1.13551      2.00543     1.87491E+00     1.75207E-02     3.22514E-04     5.51285E-01     4.48715E-01     1.17399E-03     3.87579E+00     3.40000E+01     1.94256E+00     2.93564E+00     1.00000E+00
   C       1.13551      2.00543     1.87458E+00     1.76119E-02     3.19174E-04     5.52289E-01     4.47711E-01     1.17532E-03     3.87539E+00     3.50000E+01     1.94155E+00     2.93546E+00     1.00000E+00
   C       1.13551      2.00543     1.87437E+00     1.76731E-02     3.16947E-04     5.52912E-01     4.47088E-01     1.17613E-03     3.87513E+00     3.60000E+01     1.94091E+00     2.93535E+00     1.00000E+00
   C       1.13551      2.00543     1.87429E+00     1.77040E-02     3.15834E-04     5.53144E-01     4.46856E-01     1.17642E-03     3.87503E+00     3.70000E+01     1.94068E+00     2.93531E+00     1.00000E+00
   C       1.13551      2.00543     1.87432E+00     1.77040E-02     3.15834E-04     5.53064E-01     4.46936E-01     1.17631E-03     3.87506E+00     3.80000E+01     1.94076E+00     2.93532E+00     1.00000E+00
